ParticipantId,ParticipantGender,Condition,Domain,DocumentId,GenderIndication,ExpStereotype,Query,Label
M250,f,C,2,17,f,f,parental leave policy,n
M188,f,C,2,17,f,f,working mother's childcare problems,f
M013,f,C,2,17,f,f,Effect of extended parental leave working mums,f
M238,m,C,2,17,f,f,extended maternity leave for mums,f
M030,f,E,2,17,f,f,When should  women go back to work after having a  baby,f
M294,f,E,2,17,f,f,childcare,n
M230,f,C,2,17,f,f,working mums parental leave policy,f
M310,f,C,2,17,f,f,can i get extended parental leave for women working,f
M297,m,C,2,17,f,f,Extended parental leave for Moms child care and working mom,f
M345,f,E,2,17,f,f,Childcare end maternity leave,f
M145,f,C,2,17,f,f,Parental leave for mums,f
M124,f,E,2,17,f,f,How to make my maternity leave longer ,f
M026,f,C,2,17,f,f,Info on parental leave,n
M317,f,E,2,17,f,f,maternity leave for mums,f
M340,f,C,2,17,f,f,What leave am I entitled to as a new mum,f
M295,m,C,2,17,f,f,extended parental leave for working moms,f
M292,f,E,2,17,f,f,how to deal with extended parental leave,n
M165,f,C,2,17,f,f,Maternity leave laws,f
M194,nb,C,2,17,f,f,current maternity leave trends,f
M251,f,C,2,17,f,f,Parental leave for working mums,f
M228,f,E,2,17,f,f,Childcare and parental leave for moms,f
M281,m,E,2,17,f,f,How to work full-time and arrange child care?,n
M298,f,E,2,17,f,f,Extended parental leave for mums,f
M009,f,C,2,17,f,f,Childcare options working parents entitlement ,n
M109,f,C,2,17,f,f,Parental leave for moms,f
M085,m,C,2,17,f,f,will there be an extended parental leave for mums,f
M197,m,E,2,17,f,f,mother parental leave work,f
M231,m,E,2,17,f,f,H,r
M133,f,E,2,17,f,f,what child care is available for working mums,f
M320,f,E,2,17,f,f,Am I entitled to extended parental leave,n
M101,f,C,2,17,f,f,commitment of women at work an family policy,f
M277,f,C,2,17,f,f,how can I go back to work now I'm a mother?,f
M063,m,C,2,17,f,f,"Parental leave for moms, should i go back to work",f
M224,f,C,2,17,f,f,parental leave at work,n
M261,f,C,2,17,f,f,How to be a mum and look after your kid,f
M201,f,E,2,17,f,f,working mums and child care policy,f
M129,f,E,2,17,f,f,what is paretnal leave,n
M005,f,E,2,17,f,f,parental leave,n
M351,f,C,2,17,f,f,Should I extend my maternity leave or go back to work,f
M155,f,E,2,17,f,f,child care and extended parental leave,n
M286,f,E,2,17,f,f,The effects of maternity leave on careers ,f
M153,f,E,2,17,f,f,Women in the workplace and childcare,f
M358,f,C,2,17,f,f,Going back to work child care ,n
M354,f,C,2,17,f,f,How to get longer parental leave for working mums,f
M190,f,E,2,17,f,f,Parental leave for moms,f
M303,f,E,2,17,f,f,Mom childcare parental leave,f
M378,m,C,2,17,f,f,child care options,n
M266,f,C,2,17,f,f,whats the rules for extended parternity leave,m
M151,f,E,2,17,f,f,How much parental leave am i entitled to,n
M343,m,E,2,17,f,f,Parental leave women,f
M054,m,C,2,17,f,f,Extended parental leave for childcare,n
M094,f,E,2,17,f,f,working mom parental leave,f
M142,m,C,2,17,f,f,Extended parental leave for moms,f
M241,f,E,2,17,f,f,how to take extended parental leave,n
M253,f,C,2,17,f,f,extended parental leave ffor working moms,f
M333,f,C,2,17,f,f,Should I go back to work as a mom,f
M249,f,C,2,17,f,f,how does extended parental leave affect the labor market,n
M283,f,E,2,17,f,f,Returning to work mom child care labor market,f
M393,m,C,2,17,f,f,How are women at work affected by family policy,f
M091,f,E,2,17,f,f, childcare  + working mums  + parental leave policy ,f
M239,f,E,2,17,f,f,How does having children affect returning to work ,n
M108,f,E,2,17,f,f,study extended parental leave mothers,f
M014,f,C,2,17,f,f,Parental leave policy affects on labour market. ,n
M006,f,C,2,17,f,f,parental leave ,n
M350,m,E,2,17,f,f,Factors involved in working moms and childcare,f
M168,f,C,2,17,f,f,Child care for working moms ,f
M156,f,E,2,17,f,f,Maternity leave in the workplace,f
M136,f,C,2,17,f,f,Child care ideas for mums returning to work,f
M373,m,E,2,17,f,f,Maternity leave effect on work,f
M174,f,C,2,17,f,f,Useful information for full time mums,f
M127,f,C,2,17,f,f,policy feedback on extended parental leave for working moms,f
M027,m,E,2,17,f,f,Does childbirth change a woman’s commitment to work?,f
M325,m,E,2,17,f,f,parental leave ,n
M226,f,C,2,17,f,f,Parental leave policies for mums,f
M080,m,C,2,17,f,f,Extended parental leave for mums in the labour market.,f
M050,f,C,2,17,f,f,Extended parental leave moms,f
M152,m,E,2,17,f,f,childcare for working moms,f
M007,f,E,2,17,f,f,Career break mother,f
M079,f,C,2,17,f,f,extended maternity leave,f
M167,m,E,2,17,f,f,Extended parental leave for mums,f
M059,f,C,2,17,f,f,Childcare working Mom ,f
M008,f,C,2,17,f,f,child care working mom,f
M058,m,C,2,17,f,f,parental leave for expectant mothers,f
M344,f,E,2,17,f,f,What are the parental leave rights for women? ,f
M385,m,C,2,17,f,f,Child care entitlement ,n
M075,m,E,2,17,f,f,Women's maternity leave ,f
M263,m,C,2,17,f,f,parental leave for moms,f
M390,m,C,2,17,f,f,Child care for working mums,f
M158,m,E,2,17,f,f,Extended parental leave for mum's that work,f
M170,m,C,2,17,f,f,child care options for moms who want to take parental leave ,f
M357,f,E,2,17,f,f,Working mums and child care,f
M111,f,C,2,17,f,f,Can you extend maternity leave ,f
M177,m,C,2,17,f,f,Extended parental leave for mothers,f
M296,m,E,2,17,f,f,maternal leave extension,f
M081,m,C,2,17,f,f,mothers parental leave policy,f
M267,m,E,2,17,f,f,working mom's parental leave,f
M086,m,E,2,17,f,f,extended leave for working mums,f
M198,m,C,2,17,f,f,Is the amount of parental leave women get fair?,f
M289,m,C,2,17,f,f,How long do I get off for parental leave,n
M121,m,E,2,17,f,f,Should women work with small childeren,f
M364,m,C,2,17,f,f,Am I eligable for an extended parental leave as a mother?,f
M093,m,C,2,17,f,f,moms parental leave entitlement,f
M176,m,E,2,17,f,f,Child care ,n
M368,m,E,2,17,f,f,Extended parental leave effects,n
M040,m,C,2,17,f,f,How to balance being a mum and working,f
M217,m,C,2,17,f,f,working moms extended parental leave,f
M065,m,C,2,17,f,f,extended parental leave for mums,f
M376,m,E,2,17,f,f,best executive cars 2022,r
M370,m,E,2,17,f,f,parental care as a working mother,f
M375,m,E,2,17,f,f,Extended parental leave for working mothers?,f
M070,m,E,2,17,f,f,Child care for working mum's leave,f
M279,m,E,2,17,f,f,Working mum,f
M150,m,E,2,17,f,f,How much leave am I entitled to after having a child ,n
M306,m,E,2,17,f,f,Parental leave,n
M379,m,C,2,17,f,f,parental leave working mom,f
M164,m,C,2,17,f,f,How do I balance work and kids?,n
M342,m,E,2,17,f,f,working mom extended parental leave study,f
M004,m,C,2,17,f,f,maternity leave,f
M012,m,C,2,17,f,f,maternity leave extension,f
M271,m,E,2,17,f,f,working mothers and extended parental leave ,f
M215,m,C,2,17,f,f,extended parental leave,n
M304,m,C,2,17,f,f,Extended parental leave for mums,f
M061,f,E,2,17,f,f,can moms have extended parental leave,f
M173,m,C,2,17,f,f,extended leave for moms,f
M255,m,C,2,17,f,f,parental leave for working moms,f
M276,f,C,2,17,f,f,How to go back to work after a baby,n
M099,f,E,2,17,f,f,Is maternity long enough,f
M366,m,C,2,17,f,f,Childcare rules extended paternity,m
M131,f,C,2,17,f,f,Can I get extended parental leave,n
M049,f,C,2,17,f,f,Maternity leave,f
M171,f,E,2,17,f,f,Childcare for returning to work,n
M264,m,C,2,17,f,f,Can i work and spend as much time as possible with my kids?,n
M209,m,E,2,17,f,f,maternity and parental leave for mums,f
M107,f,C,2,17,f,f,Extended maternity leave ,f
M096,f,E,2,17,f,f,extended parental leave for working mums,f
M135,f,C,2,17,f,f,extended maternity leave for moms childcare,f
M149,m,E,2,17,f,f,Parental leave for mums ,f
M002,f,E,2,17,f,f,parental leave for mums,f
M212,f,E,2,17,f,f,Can I work as a mum,f
M010,f,C,2,17,f,f,"Family policy, working mom parental leave",f
M175,f,C,2,17,n,f,extended parental leave,n
M138,m,E,2,17,n,f,parental leave ,n
M273,f,C,2,17,n,f,parental leave,n
M260,f,C,2,17,n,f,what leave is there for new parents,n
M015,f,E,2,17,n,f,extend maternity leave,f
M179,f,E,2,17,n,f,parental leave policy work,n
M057,f,C,2,17,n,f, policy feedback on subjective work commitments ,n
M220,f,E,2,17,n,f,books about childcare,n
M041,m,E,2,17,n,f,help for parents that work,n
M115,f,E,2,17,n,f,Should I go back to work?,n
M211,f,C,2,17,n,f,parental leave rules ,n
M116,f,E,2,17,n,f,Parents rights in the workplace ,n
M095,m,C,2,17,n,f,Parental leave explained UK,n
M254,m,E,2,17,n,f,child care,n
M246,m,C,2,17,n,f,parental leave laws and ideas,n
M388,m,E,2,17,n,f,Law on time taken for child care as a man and woman ,n
M365,m,C,2,17,n,f,Extend parental leave,n
M130,m,C,2,17,n,f,How to extend parental leave after having children ,n
M035,f,C,2,17,n,f,extended parental leave,n
M334,m,E,2,17,n,f,maternity leave,f
M193,f,E,2,17,n,f,Parental leave ,n
M126,f,C,2,17,n,f,Parental leave for parents who work ,n
M047,f,E,2,17,n,f,extended parental leave advice for parents,n
M011,f,E,2,17,n,f,Advice on childcare for working parents,n
M307,f,E,2,17,n,f,Childcare,n
M265,f,E,2,17,n,f,Parental leave,n
M100,f,C,2,17,n,f,child care working parent extended parental leave,n
M326,m,C,2,17,n,f,Child care for working parents,n
M017,f,E,2,17,n,f,Parental leave options,n
M148,f,E,2,17,n,f,Should I return to work after having my baby,n
M302,f,C,2,17,n,f,Can I stay off work longer after parental leave? ,n
M204,f,C,2,17,n,f,career advancement for parents,n
M219,f,C,2,17,n,f,Child care extended parental leave,n
M395,m,C,2,17,n,f,Nurseries near me,n
M352,m,E,2,17,n,f,how to get extended leave for working parents,n
M206,f,C,2,17,n,f,What rights do I have as a working parent ,n
M383,f,C,2,17,n,f,Outcome of extended leave for parents feelings of parents,n
M285,nb,E,2,17,n,f,Parental leave after a baby,n
M382,m,E,2,17,n,f,What are the latest facts on extended parental leave,n
M305,f,E,2,17,n,f,Your rights with childcare at work,n
M090,f,C,2,17,n,f,Working parents and parental leave,n
M256,f,E,2,17,n,f,What are my rights on childcare and working,n
M318,f,C,2,17,n,f,What is the extended parental leave available for parents ,n
M019,f,E,2,17,n,f,child care parent leave,n
M110,m,C,2,17,n,f,Parental leave policy and the labour market,n
M323,f,C,2,17,n,f,Work ethics for working parents,n
M240,f,E,2,17,n,f,parental leave from work,n
M274,f,C,2,17,n,f,parental leave in work,n
M324,m,E,2,17,n,f,extended parental leave child care,n
M066,f,C,2,17,n,f,Parental leave,n
M367,m,C,2,17,n,f,Work childcare rules,n
M089,nb,E,2,17,n,f,working parents,n
M068,f,C,2,17,n,f,Extended Child care,n
M355,m,E,2,17,n,f,child care working parent extended leave,n
M377,m,C,2,17,n,f,Extended parental leave ,n
M034,f,E,2,17,n,f,extra parental leave,n
M398,f,E,2,17,n,f,can i have longer maternity leave,f
M077,f,C,2,17,n,f,extended parental leave child care,n
M166,m,E,2,17,n,f,parental leave entitlement,n
M300,f,E,2,17,n,f,What parental leave am I entitled too,n
M371,m,C,2,17,n,f,extending parental leave for parents,n
M024,m,E,2,17,n,f,Benefits of parental leave,n
M394,f,C,2,17,n,f,parental leave affect on work commitment,n
M187,f,C,2,17,n,f,Can I extend my parental leave?,n
M144,f,E,2,17,n,f,Parental leave and work,n
M372,f,C,2,17,n,f,Extended parental leave policy for parents,n
M259,f,E,2,17,n,f,Parental leave options,n
M031,f,E,2,17,n,f,Extended parental leave.,n
M242,nb,E,2,17,n,f,extended parental leave,n
M082,f,C,2,17,n,f,Does childcare affect your job,n
M337,f,E,2,17,n,f,How can I work and look after child ,n
M257,m,E,2,17,n,f,child care and extended parental leave,n
M208,f,E,2,17,n,f,what is the current process for parental leave for parents,n
M313,f,C,2,17,n,f,working parent extended leave,n
M301,m,E,2,17,n,f,parental leave,n
M103,f,C,2,17,n,f,Extended parental leave,n
M088,m,C,2,17,n,f,parental leave extension,n
M199,m,C,2,17,n,f,Paternal and maternal leave,n
M248,m,E,2,17,n,f,parental leave policy,n
M360,m,C,2,17,n,f,How much leave are parents entitled to ,n
M268,m,C,2,17,n,f,does free child care help,n
M048,m,E,2,17,n,f,Child Care and Working Parent: Extended Parental Leave For P,r
M072,m,C,2,17,n,f,Child care extended parental leave,n
M272,m,E,2,17,n,f,What are the differences for working and non working parents,n
M189,m,E,2,17,n,f,Journal study impact of extended parental leave on their job,n
M293,m,C,2,17,n,f,parental leave and family policy,n
M338,f,E,2,17,n,f,What is extended parental leave,n
M203,f,C,2,17,n,f,How muchnn be leave can I get as a parent,n
M178,m,E,2,17,n,f,Working families + childcare ,n
M237,m,C,2,17,n,f,What extended parental leave can I get,n
M332,m,C,2,17,n,f,As A Mother How Much Leave ,f
M339,m,C,2,17,n,f,parental leave parents,n
M043,m,C,2,17,n,f,Parental Leave and Childcare,n
M039,m,C,2,17,n,f,child care parental leave,n
M001,m,C,2,17,n,f,Working child care,n
M374,m,C,2,17,n,f,Child Care and Working Parent,n
M022,m,E,2,17,n,f,Working and childcare,n
M028,f,C,2,17,n,f,Extended parental leave,n
M113,m,E,2,17,n,f,parental leave and child care book,n
M262,m,C,2,17,n,f,child care+ parental leave +policy,n
M321,m,E,2,17,n,f,What parental leave am I entitled to,n
M128,m,E,2,17,n,f,Child care working full time ,n
M347,m,E,2,17,n,f,parental leave studies,n
M083,m,C,2,17,n,f,What effect does a working parents absence have on a child. ,n
M275,m,E,2,17,n,f,How does extended parental leave effect families,n
M042,m,E,2,17,n,f,Parental leave extension,n
M073,m,C,2,17,n,f,How to claim extended parental leave for working parents,n
M037,f,C,2,17,n,f,Child care arrangements,n
M386,m,C,2,17,n,f,Extended parental leave for parents,n
M123,m,E,2,17,n,f,Childcare parent,n
M038,m,C,2,17,n,f,PARENTAL LEAVE,n
M330,m,C,2,17,n,f,Extended parental leave policy,n
M384,m,E,2,17,n,f,Parental leave guidance ,n
M195,m,C,2,17,n,f,Can a working parent get more parental leave?,n
M025,m,E,2,17,n,f,child care for working parents,n
M387,m,C,2,17,n,f,Extended Maternity Leave,f
M172,m,E,2,17,n,f,parental leave studies,n
M125,f,C,2,17,n,f,parental leave extended,n
M147,m,E,2,17,n,f,Child care leave for parents,n
M247,m,E,2,17,n,f,extended parental leave for parents,n
M016,f,C,2,17,n,f,parental leave research,n
M319,m,C,2,17,n,f,Extended Parental Leave,n
M132,m,C,2,17,n,f,Parental leave for parents ,n
M183,f,E,2,17,n,f,am I entitled to extended parental leave from work,n
M076,m,C,2,17,n,f,How long do you get for parental leave,n
M141,f,C,2,17,n,f,Employers offering generous parental leave,n
M060,m,C,2,17,n,f,extended parental leave options,n
M160,m,C,2,17,n,f,extended parental leave ,n
M361,m,C,2,17,n,f,Childcare for working parents,n
M200,f,E,2,17,n,f,Parental leave,n
M182,f,E,2,17,n,f,Parental leave,n
M161,f,C,2,17,n,f,Parental leave ,n
M221,f,E,2,17,n,f,parental leave,n
M157,f,C,2,17,n,f,requirements for extended parental leave,n
M328,m,C,2,17,n,f,Extended parental leave,n
M169,f,E,2,17,n,f,Child care the facts,n
M084,f,E,2,17,n,f,how can mothers be supported back to work,f
M098,f,E,2,17,n,f,Extended parental leave,n
M233,f,C,2,17,n,f,How to balance work and child care,n
M114,f,C,2,20,m,f,dad games to play with newborn child,m
M273,f,C,2,20,m,f,what should I do with my newborn?,n
M188,f,C,2,20,m,f,baby play for dads,m
M260,f,C,2,20,m,f,new baby play ideas,n
M181,f,C,2,20,m,f,Play ideas for dad's and newborns,m
M223,f,C,2,20,m,f,what games to play with babies ,n
M238,m,C,2,20,m,f,newborn play ideas,n
M030,f,E,2,20,m,f,Ideas for dads to play with babies,m
M294,f,E,2,20,m,f,first time dad baby games,m
M230,f,C,2,20,m,f,play ideas for new dads,m
M297,m,C,2,20,m,f,Dads play ideas for newborns,m
M345,f,E,2,20,m,f,New dad bonding,m
M145,f,C,2,20,m,f,What can I do with my baby,n
M134,m,E,2,20,m,f,Things to do with babies,n
M316,f,C,2,20,m,f,Ideas for play for dads  with newborn babies ,m
M234,f,C,2,20,m,f,dads bond with new baby,m
M095,m,C,2,20,m,f,Best ideas for newborn play,n
M340,f,C,2,20,m,f,Dad and newborn enrichment,m
M194,nb,C,2,20,m,f,how to bond with your new kid,n
M251,f,C,2,20,m,f,Ideas for new dad's,m
M365,m,C,2,20,m,f,Play ideas babies dads,m
M228,f,E,2,20,m,f,Play for dads and newborns,m
M193,f,E,2,20,m,f,Things dads could do with a new baby,m
M009,f,C,2,20,m,f,Dad play idea,m
M218,f,C,2,20,m,f,baby dad learning toys,m
M126,f,C,2,20,m,f,Play ideas for dad's with newborns ,m
M085,m,C,2,20,m,f,games to play with newborn babies as a dad,m
M047,f,E,2,20,m,f,new dads games they can play with their newborn,m
M326,m,C,2,20,m,f,Games for dads to play with babys,m
M277,f,C,2,20,m,f,how can dad bond with baby,m
M201,f,E,2,20,m,f,father play ideas for newborn babies,m
M062,f,E,2,20,m,f,How to be a good dad to my baby,m
M363,f,E,2,20,m,f,Newborn play ideas,n
M392,f,C,2,20,m,f,Play time for daddies with babies ,m
M351,f,C,2,20,m,f,Play ideas for dad and babies,m
M286,f,E,2,20,m,f,Activates for dad's to do with babies,m
M383,f,C,2,20,m,f,How can dad's bond with babies,m
M196,f,C,2,20,m,f,New dad ideas fun,m
M245,m,E,2,20,m,f,playing dads babies,m
M358,f,C,2,20,m,f,Dad and baby play time ideas,m
M381,m,C,2,20,m,f,Father child bonding ideas,m
M382,m,E,2,20,m,f,Play ideas for dad's and their newborn babies,m
M309,m,C,2,20,m,f,what games can i play with my newborn baby,n
M090,f,C,2,20,m,f,Play ideas for dad's and newborns,m
M256,f,E,2,20,m,f,New dad wants to know how to interact with baby,m
M266,f,C,2,20,m,f,recommendations for babies and dads,m
M287,f,E,2,20,m,f,how dads can play with a newborn baby,m
M019,f,E,2,20,m,f,how to entertain a newborn baby,n
M143,f,E,2,20,m,f,Fathers and babies play,m
M274,f,C,2,20,m,f,games for newborns,n
M066,f,C,2,20,m,f,How to play with a newborn baby,n
M367,m,C,2,20,m,f,Father and baby play ideas,m
M033,f,C,2,20,m,f,Things to do with my newborn baby,n
M241,f,E,2,20,m,f,play ideas baby and dad,m
M249,f,C,2,20,m,f,ideas for dads to play with newborn babies,m
M097,f,C,2,20,m,f,Newborn baby activities for dads,m
M243,f,E,2,20,m,f,newborn play ideas for dads,m
M235,f,C,2,20,m,f,ideas to help Dad bod with baby,m
M283,f,E,2,20,m,f,Dad baby play time ideas ,m
M355,m,E,2,20,m,f,dad and newborn play ideas,m
M314,m,E,2,20,m,f,How to play with new babies,n
M300,f,E,2,20,m,f,Ways I as a dad can play with my newborn baby ,m
M154,f,E,2,20,m,f,Babies and play ,n
M371,m,C,2,20,m,f,play ideas for Dads and babies,m
M006,f,C,2,20,m,f,dad and baby play ideas,m
M380,f,C,2,20,m,f,activities for dad and babies,m
M259,f,E,2,20,m,f,Ideas to games with babies ,n
M069,m,C,2,20,m,f,Play ideas for dads,m
M136,f,C,2,20,m,f,Play time ideas for dads,m
M397,m,E,2,20,m,f,Father play ideas for newborns,m
M080,m,C,2,20,m,f,How can dads play with their new born baby.,m
M050,f,C,2,20,m,f,Play ideas for dads and newborns ,m
M186,f,E,2,20,m,f,How a dad can play with their children,m
M208,f,E,2,20,m,f,things to do for new born babies,n
M007,f,E,2,20,m,f,Play baby dad,m
M137,f,E,2,20,m,f,How do dads play with newborns,m
M313,f,C,2,20,m,f,how can i play with my newborn baby,n
M301,m,E,2,20,m,f,Play ideas for dads with newborns,m
M269,f,C,2,20,m,f,Play ideas for new dads,m
M167,m,E,2,20,m,f,newborn play ideas for dads,m
M232,f,C,2,20,m,f,dad and baby play ideas,m
M020,m,C,2,20,m,f,Bonding with babies for dads,m
M202,f,C,2,20,m,f,New born babies and dad's play suggestions ,m
M248,m,E,2,20,m,f,games for newborns,n
M282,f,C,2,20,m,f,how can dads and newborns play,m
M360,m,C,2,20,m,f,Play ideas for dads and babies,m
M270,f,E,2,20,m,f,bonding as a father,m
M158,m,E,2,20,m,f,Play ideas for dad's &  newborns,m
M170,m,C,2,20,m,f,What ideas are there or dads to play with newborn babies?,m
M280,f,E,2,20,m,f,Ideas for dads and newborn babies for playtime ,m
M272,m,E,2,20,m,f,Why is play important in a babies development ,n
M189,m,E,2,20,m,f,Dad and newborn play ideas,m
M357,f,E,2,20,m,f,Stay at home dads with babies,m
M237,m,C,2,20,m,f,Dads new born baby play ideas,m
M081,m,C,2,20,m,f,how dads should interact with babies,m
M043,m,C,2,20,m,f,Interacting with young children,n
M289,m,C,2,20,m,f,Games for dads to play with babies,m
M121,m,E,2,20,m,f,Games for dads and babies,m
M039,m,C,2,20,m,f,how to play with baby dad,m
M001,m,C,2,20,m,f,dad newborn bonding,m
M117,m,C,2,20,m,f,Father New-baby Games,m
M374,m,C,2,20,m,f,Play ideas for dads & newborn babies,m
M368,m,E,2,20,m,f,Play ideas for babies,n
M217,m,C,2,20,m,f,play ideas dads newborn babies,m
M376,m,E,2,20,m,f,Baby bonding tips for new dads,m
M370,m,E,2,20,m,f,men upbringing steps for newborn ,m
M321,m,E,2,20,m,f,Games to play with my newborn,n
M128,m,E,2,20,m,f,Being a new dad,m
M336,m,E,2,20,m,f,Ideas for newborn activities,n
M279,m,E,2,20,m,f,Dad baby bonding ,m
M122,m,E,2,20,m,f,Dad and child play,m
M347,m,E,2,20,m,f,dads babies play ,m
M306,m,E,2,20,m,f,Newborn play dads,m
M379,m,C,2,20,m,f,play ideas dad newborn,m
M275,m,E,2,20,m,f,Ideas for newborn dads and babies,m
M042,m,E,2,20,m,f,What can dad do with new baby,m
M073,m,C,2,20,m,f,How to play with newborn baby as a father,m
M037,f,C,2,20,m,f,Dads and babies,m
M004,m,C,2,20,m,f,father baby games ideas,m
M322,m,C,2,20,m,f,Play ideas for dads with babies,m
M012,m,C,2,20,m,f,dad and baby bonding,m
M055,m,E,2,20,m,f,best newborn development techniques,n
M205,m,E,2,20,m,f,dad baby play ideas,m
M023,m,E,2,20,m,f,What are good ways for dads and newborn babies to play?,m
M025,m,E,2,20,m,f,play for dads and newborns,m
M290,m,E,2,20,m,f,dad playtime baby ideas,m
M255,m,C,2,20,m,f,how do dads bond with babies,m
M125,f,C,2,20,m,f,dads and babies play,m
M247,m,E,2,20,m,f,play ideas  babies   dads ,m
M016,f,C,2,20,m,f,newborn play father,m
M099,f,E,2,20,m,f,How to help a dad bond with baby ,m
M160,m,C,2,20,m,f,how can new dads play with their babies,m
M278,m,E,2,20,m,f,play for dads and newborn,m
M096,f,E,2,20,m,f,play ideas for dads and newborn babies,m
M328,m,C,2,20,m,f,Entertainment for a baby,n
M084,f,E,2,20,m,f,what ways can dads bond with babies,m
M184,m,C,2,20,m,f,examples of play ideas for dads & newborn babies,m
M212,f,E,2,20,m,f,Father-baby bonding ideas,m
M233,f,C,2,20,m,f,Activities for father and baby son,m
M010,f,C,2,20,m,f,Play dads and babies learning,m
M105,f,E,2,20,f,f,local mums groups for babies,f
M071,f,E,2,20,f,f,What to play with babies,n
M015,f,E,2,20,f,f,playing with babies,n
M057,f,C,2,20,f,f,Ideas for babies to play with their mummies,f
M220,f,E,2,20,f,f,old fashioned games to play with children,n
M400,m,E,2,20,f,f,What games to play with my baby,n
M252,f,C,2,20,f,f,Games to play with newborns,n
M310,f,C,2,20,f,f,play ideas for mums with babies,f
M341,m,C,2,20,f,f,examples of play ideas for mums,f
M327,f,C,2,20,f,f,Newborn play ideas,n
M124,f,E,2,20,f,f,Play ideas for babies ,n
M211,f,C,2,20,f,f,games for newborn babies,n
M162,m,C,2,20,f,f,How to play with newborn baby,n
M317,f,E,2,20,f,f,play ideas for babies ,n
M044,f,E,2,20,f,f,play ideas for newborns,n
M216,m,E,2,20,f,f,how do i entertain my kid,n
M254,m,E,2,20,f,f,baby game ideas,n
M246,m,C,2,20,f,f,baby play ideas,n
M295,m,C,2,20,f,f,play ideas for mom and babies,f
M292,f,E,2,20,f,f,new play activities for new born babies,n
M388,m,E,2,20,f,f,Fun things to do with new born children ,n
M130,m,C,2,20,f,f,What are some good bonding games for new mums with their new,f
M315,f,C,2,20,f,f,Ideas for play with my baby,n
M281,m,E,2,20,f,f,How to keep a newborn baby entertained? ,n
M298,f,E,2,20,f,f,Play ideas for newborns ,n
M334,m,E,2,20,f,f,games for babies,n
M348,f,C,2,20,f,f,Fun ideas for babies ,n
M231,m,E,2,20,f,f,Moms and toddler play groups near me ,f
M214,f,E,2,20,f,f,play ideas for mum and baby/,f
M139,f,C,2,20,f,f,Games for newborns ,n
M265,f,E,2,20,f,f,Bonding newborn baby play ,n
M101,f,C,2,20,f,f,mum newborn play ideas,f
M063,m,C,2,20,f,f,games to play with my baby for development,n
M017,f,E,2,20,f,f,Playtime for mums and new borns,f
M369,m,C,2,20,f,f,How cells work,n
M204,f,C,2,20,f,f,new born development and bonding,n
M352,m,E,2,20,f,f,ideas for moms and babies,f
M129,f,E,2,20,f,f,what can i play with my newborn baby,n
M005,f,E,2,20,f,f,play ideas for newborns,n
M206,f,C,2,20,f,f,New moms and babies activity ,f
M153,f,E,2,20,f,f,Play ideas for mum and babies,f
M305,f,E,2,20,f,f,Ideas on how to keep my newborn entertained,n
M190,f,E,2,20,f,f,Ideas for newborns,n
M303,f,E,2,20,f,f,Fun ideas for newborns,n
M323,f,C,2,20,f,f,Benefits for mum and baby through play ,f
M240,f,E,2,20,f,f,playing with newborns,n
M036,m,E,2,20,f,f,Play for moms and newborns ,f
M324,m,E,2,20,f,f,baby play ideas,n
M343,m,E,2,20,f,f,Play ideas for moms,f
M089,nb,E,2,20,f,f,bonding with infants,n
M068,f,C,2,20,f,f,Newborn activities,n
M253,f,C,2,20,f,f,play ideas moms newborn babies,f
M239,f,E,2,20,f,f,How do you improve newborn development through play,n
M398,f,E,2,20,f,f,what to play with newborn babies,n
M166,m,E,2,20,f,f,baby games for new moms,f
M014,f,C,2,20,f,f,Newborn play ideas,n
M350,m,E,2,20,f,f,developing the connection between moms and newborn babies,f
M372,f,C,2,20,f,f,Play ideas moms and newborns,f
M003,f,E,2,20,f,f,Newborn play,n
M242,nb,E,2,20,f,f,play for mums and babies,f
M168,f,C,2,20,f,f,Play ideas for new moms,f
M156,f,E,2,20,f,f,Games to play with babies,n
M127,f,C,2,20,f,f,play ideas for newborn babies,n
M082,f,C,2,20,f,f,Games for babies,n
M021,f,E,2,20,f,f,What should I play with my newborn ?,n
M257,m,E,2,20,f,f,play idea for moms and babies,f
M059,f,C,2,20,f,f,Play ideas baby ,n
M058,m,C,2,20,f,f,babies development through play for mothers,f
M103,f,C,2,20,f,f,Newborn play ideas,n
M344,f,E,2,20,f,f,What are the best tips for dealing with newborns?,n
M263,m,C,2,20,f,f,play ideas for moms and babies,f
M390,m,C,2,20,f,f,Play ideas for mum and baby,f
M399,m,E,2,20,f,f,Learn through play for newborns ,n
M268,m,C,2,20,f,f,new baby ideas,n
M072,m,C,2,20,f,f,Play ideas babies,n
M293,m,C,2,20,f,f,how to play with my baby,n
M177,m,C,2,20,f,f,New baby play ideas for mothers,f
M296,m,E,2,20,f,f,baby play ideas,n
M332,m,C,2,20,f,f,Activities for Mums and babies,f
M339,m,C,2,20,f,f,play ideas for babies,n
M198,m,C,2,20,f,f,How to play with my baby,n
M364,m,C,2,20,f,f,Play ideas for babies?,n
M093,m,C,2,20,f,f,mom and baby activities,f
M176,m,E,2,20,f,f,Activities for babies ,n
M391,m,C,2,20,f,f,Fun ideas for moms and babies,f
M040,m,C,2,20,f,f,mothers and babies play ideas,f
M353,m,C,2,20,f,f,New born games,n
M262,m,C,2,20,f,f,moms+ newborn development,f
M288,m,C,2,20,f,f,mom and newborn play,f
