ParticipantId;ParticipantGender;DocumentTitle;DocumentText;Exclude;Domain;DocumentId;GenderIndication;ExpStereotype;Query;Label
P221;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;IQ levels in males;m
P090;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;Characteristics of Gifted Men;m
P215;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;What makes a man gifted?;m
P313;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;gifted men characteristics;m
P174;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;When are men gifted;m
P372;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;Characteristics of Gifted, Talented & Creative Adults;n
P128;n;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;yes (participant gender unknown);3;67;m;m;IQ ia an exceptional gift;n
P301;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;IQ score gifted men;m
P356;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Brilliance on the Gifted;n
P209;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Gifted men IQ 145;m
P049;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;they have Excellent memory, and Highly sensitive, interest in experimenting and doing things differently when compare with other mans,  gifted man have Deep, intense feelings and reactions.;r
P160;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;characteristics gifted man iq;m
P282;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Intelligent male characteristics;m
P174;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Gifted men;m
P395;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;"An extreme need for constant mental stimulation An ability to learn and process complex information rapidly Sees higher level structures and patterns A need to explore subjects in depth, to understand the why and how as well as the what Constant curiosity; endless questions about how things work An ability to focus intently on a subject of interest for long periods of time Need intellectual challenge or they get bored easily When not challenged, the highly gifted may underachieve";r
P183;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;men with high IQ;m
P352;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Gifted Men IQ 90;m
P079;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;engine is a good machine;r
P121;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;very intelligent men;m
P291;m;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;gifted men iq score;m
P062;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Search engine reult;r
P225;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;IQ range gifted men;m
P320;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Gifted Men IQ;m
P391;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;high IQ range men;m
P018;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;gifted men high IQ;m
P305;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;high iq men;m
P338;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;high IQ men characteristics;m
P413;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;high IQ men characteristics;m
P119;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;Traits of Gifted and Talented men;m
P065;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;men IQ exceptionally gifted;m
P014;f;Characteristics of Gifted Men — Gifted Talented & Creative;Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.;no;3;67;m;m;IQ scores of Gifted Men;m
P007;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;what are gifted women;f
P021;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Gifted women characteristics;f
P006;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;gifted women characteristics iq;f
P222;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Gifted women;f
P119;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;What are the characteristics of gifted and talented women;f
P188;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Gifted Women Talented & Creative;f
P373;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;ndividuals who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160;r
P117;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;WOMAN'S ARE THE GIFTED OF GOD;f
P197;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Gifted women;f
P365;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Robyn Lawley, Tara Lynn, Candice Huffine, Iskra Lawrence;r
P174;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Gifted women;f
P199;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;CAN YOU DESCRIBE THE;r
P109;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Characteristics gifted women IQ;f
P082;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;highly gifted women IQ;f
P099;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;talented women are gifted;f
P205;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;dedicative and sincere;n
P157;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;women's talent are gifted;f
P163;n;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;yes (participant gender unknown);3;67;f;m;Characteristics of IQ levels;n
P005;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Talented women of 2021;f
P013;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;high IQ women characteristics;f
P060;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;gifted women talented IQ;f
P002;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;woman above 145 IQ;f
P018;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;gifted and talented women;f
P334;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;traits of gifted women;f
P423;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;character of women talented creative;f
P116;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Characteristics of Gifted Women;f
P098;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Smart Gifted Women Traits;f
P419;f;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Gifted Women Traits;f
P085;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Smart women high IQ;f
P032;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Characteristics of Gifted Women;f
P280;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Smart, talented women;f
P212;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Highly gifted women;f
P182;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Highly gifted women traits;f
P266;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Characteristics of gifted women;f
P127;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;What is the Characteristics of Gifted Women;f
P409;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;Gifted women characteristics+details;f
P171;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;"People often talk about very high IQ scores, often referred to as genius IQ scores, but what exactly do these numbers mean and how do they stack up?  Are people in the ""Genius IQ"" bracket really that much better off than those in the ""High IQ"" or even the ""Average IQ"" brackets? Are geniuses more successful than their lower-IQ counterparts? Some experts suggest that other factors, including emotional intelligence, might matter even more than IQ.";r
P158;m;Characteristics of Gifted Women — Gifted Talented & Creative;Women who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ females.;no;3;67;f;m;women and IQ;f
P006;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;gifted person iq range;n
P163;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Characteristics of IQ levels;n
P324;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;creative is very well one;n
P182;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Traits of high IQ individuals;n
P248;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Am I gifted?;n
P222;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Characteristics of Gifted adults;n
P082;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;What IQ is needed to be considered gifted?;n
P299;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Extra IQ Level Gift;n
P394;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;IQ 145;n
P095;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;gifted talented & creative;n
P192;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;signs of high iq;n
P168;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Gifted Talented & Creative;n
P110;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Gift;n
P027;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;Determinants of IQ Ratings;n
P358;n;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;yes (participant gender unknown);3;67;n;m;TALENTED &GIFTEED TEST IQ;n
P088;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Characteristics of Gifted Person;n
P059;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;gifted high iq range;n
P136;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Who is considered gifted;n
P410;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted talented above IQ;n
P275;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted Person, Talented & Creative;n
P155;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted person characteristics;n
P098;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted Smart People Signs;n
P097;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;smart intelligent what makes up;n
P408;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted person average IQ;n
P333;f;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;gifted IQ scores;n
P085;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;What makes gifted person;n
P409;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted person full details;n
P353;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;IQ High Score Range;n
P202;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;IQ Score Rating System;n
P271;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Creative minds;n
P382;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Characteristics of Gifted Person;n
P174;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Gifted people;n
P263;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;provide the pieces of content;n
P159;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Characteristics of Gifted Person;n
P081;m;Characteristics of Gifted Person — Gifted Talented & Creative;People who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ adults.;no;3;67;n;m;Characteristics Gifted IQ People;n
P055;f;The Struggle of Men to Get into Cambridge University;The weakest of the field have already been sifted out - up to a fifth of male applications are declined before the interview stage. Now the tutors are gathered to consider the results of those interviews.;no;3;71;m;m;unfair rejections of men cambridge university;m
P105;f;The Struggle of Men to Get into Cambridge University;The weakest of the field have already been sifted out - up to a fifth of male applications are declined before the interview stage. Now the tutors are gathered to consider the results of those interviews.;no;3;71;m;m;Cambridge university male admittance;m
P149;f;The Struggle of Men to Get into Cambridge University;The weakest of the field have already been sifted out - up to a fifth of male applications are declined before the interview stage. Now the tutors are gathered to consider the results of those interviews.;no;3;71;m;m;Is it harder for men to get into Cambridge?;m
P176;f;The Struggle of Men to Get into Cambridge University;The weakest of the field have already been sifted out - up to a fifth of male applications are declined before the interview stage. Now the tutors are gathered to consider the results of those interviews.;no;3;71;m;m;Men's Struggle into Cambridge;m
P177;f;The Struggle of Men to Get into Cambridge University;The weakest of the field have already been sifted out - up to a fifth of male applications are declined before the interview stage. Now the tutors are gathered to consider the results of those interviews.;no;3;71;m;m;Mens acceptance into Cambridge;m
